	deck	set_id
86773	Well‑Traveled Mathemagician Sparkvera	496
86774	"Isadora ""Fixer"" Roma"	496
86775	Idleboa of the Aristocratic Cupola	496
86776	The San of Atomwich	496
86777	Jantzen, Leader of the Plantation	496
86778	"Carlotta ""Sub‑Zero"" Maier"	496
86779	Deacon Hardt	496
86780	Gabriela, Rastreadora do Complexo Ácido	496
86781	Baron Honk of Runground	496
86782	Dewy‑Eyed Sorcerer Fauxmark	496
86783	Renata, Lieutenant of the Harbor	496
86784	Silver Antagonizer Kilohenge	496
86785	"Arther ""Gearshift"" Fischer’s Evil Twin"	496
86786	The One that Allots Sparkframe	496
86787	She who Clusters around the Citadel	496
86788	Lugalbanda, Delegate of the Haven	496
86789	Svetlana the Excessively Tricksy	496
86790	H. Ferguson of the Vegetative Grove	496
86791	"Lysander ""Hodgepodge"" Walker"	496
86792	The Excessively Working Second Mate	496
86793	Prolific “Gun” Thurinus	496
86794	Q. D. Gavras, the Third	496
86795	Zerxes who Believes in Apes	496
86796	Bailiff Ion‑Thoth	496
86797	古迹科学家萨姆森	496
86798	“真钢”希尔大师	496
86799	虎将龙华皓	496
86800	村落棋士乔桑	496
86801	梁国太史苏宗元	496
86802	溪谷拍卖师维达	496
86803	“飞鹰”库珀主母	496
86804	聚力洞窟哲学家山德	496
86805	谨行者斯蒂尔	496
86806	出类拔萃邓矢的邪恶分身	496
86807	来自前哨的厄休拉·布雷兹	496
86808	“神经质”库珀先生	496
86809	沼泽女王“光环”阿尔忒姆斯	496
86810	猩红大厅科学家克洛伊	496
86811	恶之低吼中心亲王T·毕夏普	496
86812	来自密室的弥迦·泰夫恩	496
86813	来自监狱的萨尔瓦多·希尔	496
86814	Le Double Maléfique de Sonia, délatrice de la guilde fidèle	496
86815	军械库记录者因迪格的邪恶分身	496
86816	虚幻河地献媚者拉维尼亚	496
86817	튼튼한 봄의 핫산	496
86818	The Tactical Ironworks Mechanic	496
86819	Sokhatai from the Coliseum of Confusion	496
86820	Azul the Majestically Cranky	496
86821	“行動派”宙斯·羅斯柴爾德	496
86822	Pyrène “la Griffue”, protectrice de l'aiguille	496
86823	The Woman who Places the Cloister	496
86824	The Ms. of Broadborough	496
86825	“好人”露辛达·斯文森	496
86826	The Hovering Maestro	496
86827	“繁盛”吉夫斯主母	496
86828	Evil Twin of Alp Ventiklisti Allene	496
86829	商会智者“真视”奥利维亚	496
86830	恶之“绿袍男爵”菲莉斯·沃德	496
86831	来自地下城的阿玛拉·吉夫斯	496
86832	圣所执法者“铁锤”佩勒格林	496
86833	深紫圣殿万事通阿玛瑞丽斯	496
86834	"Grille ""Raidhalter"" Jones"	496
86835	Diana from the Cabin of Horror	496
86836	Active “Nightstrike” Luvon	496
86837	He that Celebrates Grasspines	496
86838	"""Blackthorne"" Shayna Fuchs"	496
86839	Bishop, Elfmark’s Historian	496
86840	Hadriel, Engineer of the Monolith	496
86841	제독의 도가니에서 온 로파디엄	496
86842	절실히 비추는 열쇠 수리공, 라힘	496
86843	The Sadness who is Iconically Grey	496
86844	神殿反叛者阿布拉	496
86845	Ivan, Bastiongord Zealot	496
86846	Evil Twin of The Dr. of Runlane	496
86847	밥그릇을 고치는 일꾼, 브리	496
86848	Placebo the Chatty	496
86849	달리기의 외교관, 플라티데이	496
86850	정교하게 떠올리는 포도주 상인, 디스	496
86851	The Witch of Insightful Propaganda	496
86852	The Angry Castellan Malcontent	496
86853	Leena Forejaw	496
86854	Maria Tatiana, a Terrível	496
86855	Mãe Muniz, Mercenária da Ofuscação	496
86856	Panpanda, Street Protector	496
86857	来自长城的莱姆斯·特恩	496
86858	富饶城堡诱捕者O·沃兹沃思	496
86859	Castro of Capestar Tunnel	496
86860	“匕首将军”内森·格里菲斯	496
86861	The Languid Temple Shielder	496
86862	尖塔暴徒“血手”巴克	496
86863	Gêmeo do Mal de Zaqueu “Ganância”, Pescador do Coliseu	496
86864	Skidroad’s Scurvy Ranger	496
86865	"The Stallion who is known as ""Vagabond"""	496
86866	Evil Twin of The Flowing Lady General	496
86867	恶之“两面派”拜伦·柯恩	496
86868	“条理”阿尔忒弥斯·史丹利	496
86869	“回响”达文波特兵士的邪恶分身	496
86870	腐蚀星港宣判者泰贝莎	496
86871	Hildr Giantblade	496
86872	“越界”鐘斯沙皇	496
86873	“渡鴉”努恩修女	496
86874	“守財奴首領”西瑞爾·格拉夫斯的邪惡雙生	496
86875	狂亂的領地牧師D·索恩	496
86876	경매장의 지팡이, 다리스	496
86877	냉혈한 외교관, 태준	496
86878	The AI that is Virtuously Slow	496
86879	Kariudo, Longcoast’s Corsair	496
86880	城塞反叛者法帝斯	496
86881	隔離區演說家尤裡西斯	496
86882	尖啸者斯通	496
86883	원자력 발전소의 진통제, 포피	496
86884	가문의 유산을 지키는 양치기, 씨시코인	496
86885	시공의 틈새에서 날아온 서기, 에치드체스트	496
86886	美麗的無神論者	496
86887	恶之虫巢研习者“迷眼”沃尔夫	496
86888	来自市场的尤里西斯·菲敦	496
86889	金帐汗国智多星侯振宇	496
86890	武装巫医	496
86891	憎恨迷宫法师U·潘德拉贡	496
86892	大都按察使龚金鹏	496
86893	军械库首脑“毒蛇”安布罗斯	496
86894	"미끌거리는 버스 운전수 ""허풍쟁이"" 플레인의 사악한 분신"	496
86895	포장마차의 하늘, 쟈끌린	496
86896	General Flores of Strangepit	496
86897	联合会首脑奥利维亚	496
86898	墓室狂人赫尔加	496
86899	Zébédée l'inquiétant	496
86900	来自密室的波阿斯·威尔森	496
86901	来自山脉的齐亚·欧迪兹	496
86902	"The Robot that is known as ""Lowrider"""	496
86903	礼拜堂研习者“弩箭”贾斯珀	496
86904	“娃娃脸”维克多·特恩	496
86905	驻地守望者“长钉”纳丁	496
86906	奇特军械库漂泊者罗斯	496
86907	如日方升邵寒	496
86908	“眩晕”西庇太·珀厄斯	496
86909	Dagmar D., Attore Che Vola con l’Ardore	496
86910	“幽靈長老”奧丁·加西亞	496
86911	“獅鷲士兵”比約克·莫拉雷斯	496
86912	“英靈”翁格總督	496
86913	Womes Pérez, Trader	496
86914	Préceptrice F. Colet	496
86915	Shamed “Scarhead” Otis	496
86916	Schememaster, the Champion of None	496
86917	Prastary Czesław z Bastionu	496
86918	Maciej, Hydraulik Oliwy	496
86919	Wściekły Bob z Ustki	496
86920	Wakana “Bambola”, Prodigio della Barca	496
86921	“雨神”湯姆森伯爵	496
86922	Solveig “General Cuatro Patas” Mauduit	496
86923	Burgess “Tornado”, el Amarillo	496
86924	"Squall ""Rosie"" Mummius"	496
86925	Rector Oyama of Deepparva	496
86926	“月光”瑞德領主	496
86927	“骨鋸總督”賈斯提斯·沃茲沃思	496
86928	Brendan el Excelente, Juglar del Cíclope	496
86929	최근에 폐지한 CEO, 데밀레노스	496
86930	희망찬 끈기의 레이턴	496
86931	Musikerin „Fledermaus“ Nelson	496
86932	사랑의 도피를 한 판촉사원, 하마에이트	496
86933	“飛速”胡爾爵士	496
86934	铁甲密室名媛贾斯珀	496
86935	屈意裂隙放贷人I·欧迪兹	496
86936	幽州剑客高映冬	496
86937	启迪方尖塔乐师J·麦迪那	496
86938	鹭岛侍郎郑海昌	496
86939	寰宇犯罪大师	496
86940	商会奇才“顽童”提比略	496
86941	来自军械库的尼约德·希尔	496
86942	贫民窟封臣奥尔加	496
86943	先见者格拉夫斯	496
86944	贪欲庄园卫士S·瑞德	496
86945	来自花园的尤拉莉亚·弗尔门	496
86946	冢虎康柴	496
86947	血红放贷人	496
86948	“焰火”西格丽德·乌尔	496
86949	无序洞穴队长Q·里贝罗	496
86950	“魔爪”约翰森苏丹	496
86951	宠辱不惊周正阳	496
86952	奇行者莫雷诺	496
86953	无敌小巷探求者伊文捷琳	496
86954	“条理侯爵”佩顿·沃克	496
86955	首屈一指邵寒	496
86956	贫民窟管理者杰东	496
86957	钢化城塞引战者奎因	496
86958	巨相军械库引战者乔桑	496
86959	Zebrodad the “Moneylender”	496
86960	Sra. Aurora J. Wu	496
86961	X. P’star, the Marsh Hermit	496
86962	Understare of Jaggom	496
86963	Hoyle Ivimir	496
86964	"이웃나라의 ""중2병"" 앱클롭"	496
86965	Prastary Kuba z Ulicy - Zły Bliźniak	496
86966	Clovis “Vert”, forçat du rocher	496
86967	Carlotta the Frantically Amethyst	496
86968	Balder, Dios-Rey del Décimo Ciclo Procaz	496
86969	습곡의 좌석 안내원, 에게테	496
86970	Boss Lamy	496
86971	“Paprika”, infante de Trygill	496
86972	Nessa “Miss Big”, valkyrie de la crypte	496
86973	Carlo, Understudy of the Harbor	496
86974	Bulsa el Alto de la Zona	496
86975	Orphan Zamyen, the Stale Citizen	496
86976	Olive la savante, sorcière de la cabane	496
86977	“Replay”, Gangster di Paludecrepata	496
86978	“Spot”, vagabonde de Queenaxe	496
86979	Générale “Experte” Cao	496
86980	Rita, princesse de la capitale inquiétante	496
86981	莫測的湖區織夢者瓊安娜	496
86982	스탠리 가문의 뻐드렁니, 론드와	496
86983	Romane, usurière du panthéon adorable	496
86984	Khan V. Holt	496
86985	Mathis le bleu, génie de la taverne	496
86986	“Phénix”, mercenaire de Pegandarary	496
86987	O. Stone, forçat de Gothegam	496
86988	Maître A. Flores	496
86989	Lord Y. Laurent	496
86990	Roxy la Ágil de la Laguna	496
86991	Licteur T. Boggy	496
86992	Makilswall's Awkward Angel	496
86993	Suki the Rapidly Altruistic	496
86994	Plimpton, Zadhut’s Veterinarian	496
86995	Yvon le radieux, baronnet de la maisonnée	496
86996	Ailing “Graffiti” Gansukh	496
86997	Der beharrliche Ansbert aus dem Kosmos	496
86998	Bergführer Q. Rhodes	496
86999	Deirdre, Infiltratorin des Hügels	496
87000	Maître A. Helstrom	496
87001	Le Double Maléfique de P. O'Toole, le fragile	496
87002	L. Neeler, the Museum Mortician	496
87003	Le Double Maléfique de Q. Taggart, étudiant de Tsaukyle	496
87004	Théo, patriarche du cimetière antique	496
87005	Marius Mercier, lord de Distread	496
87006	Pénélope “Toxine”, consultante de la ville	496
87007	F. C. Julius, vicaire des métaux	496
87008	Brigitte “Faucheuse” la sage	496
87009	“地獄火”基甸·因格	496
87010	來自王座的哈德良·斯文森	496
87011	外交官湯瑪斯	496
87012	大食神行太保贺绮晴	496
87013	T. Storm, curatrice de la villa de l'abandon	496
87014	疾影驻扎地发明家玛拉基	496
87015	“野火”塔波特皇帝	496
87016	行宮馬術師“無窮”朱爾斯	496
87017	戲劇性的隔離區管理員賈斯提斯	496
87018	大師特恩	496
87019	古跡研習者艾比蓋爾	496
87020	Le Double Maléfique de Y. Nguyen, l'altruiste	496
87021	“傳送門”庫克伯爵	496
87022	和善的宮殿馴獸師X·維加	496
87023	來自港灣的伊文捷琳·戈爾德	496
87024	Evita, Herrscherin der nassen Straße	496
87025	Takeo „Der beidhändige Wasserträger“	496
87026	“鷹眼”耶洗別·沃德	496
87027	Q. K. Dumont, muse du savoir	496
87028	峽灣先見者“螢火蟲”納丁	496
87029	來自烏托邦的傑東·赫爾斯特倫	496
87030	隱秘的廢土勘探者A·佩雷斯	496
87031	大橋指導者尼奧	496
87032	B. Li, vicomtesse de Farncoteague	496
87033	來自聖殿的科爾賓·索恩的邪惡雙生	496
87034	聖所隊長“下水道”大流士	496
87035	青翠的研習者	496
87036	啟發的軍械庫總管事馬留	496
87037	Sketchy Mrs. Tilapia	496
87038	光亮的公會司令官奧克塔維亞	496
87039	Master E. Q. Cuvier	496
87040	来自古宅的瓦尔雷特·伊万斯	496
87041	郑国独孤求败白昊磊	496
87042	大厅构造者拔士巴	496
87043	虢国长史黄子昂	496
87044	말코르동 가문의 인어, 제티알로	496
87045	电光神殿海盗E·威尔森	496
87046	나이 든 마라맛의 엘지라	496
87047	아방가르드한 가을의 잉그리드	496
87048	Podczaszy „Byk” Tomczyk	496
87049	Shiny Norlorn	496
87050	Herr Wallamesh Stargazer	496
87051	Shan la morose, bienfaitrice du panthéon	496
87052	Marc l’intrigant, ingénieur de la muraille	496
87053	Barely Overconfident Scarlett	496
87054	"Ulises ""Gold"" Skelton"	496
87055	Zoninxa of Bergtonne	496
87056	The Preeminent Claws Baron	496
87057	„Das Entermesser“ der Schläue	496
87058	The Infiltrator of Skirmturn’s Evil Twin	496
87059	Sire Smithe of Fioragravel	496
87060	Zaltarish, Sewers Vaultwarrior	496
87061	Corroha of Cudssay	496
87062	Undomof, the Descendant of Dawn	496
87063	다람쥐의 도적, 셀보른	496
87064	琅琊太宰姚昆纬的邪恶分身	496
87065	空谷幽兰赵剑	496
87066	细语者潘德拉贡	496
87067	“代号X”加西亚苏丹的邪恶分身	496
87068	疯人院海贼“战斧”弥迦	496
87069	Evil Twin of Worldly Boss Lyttlering	496
87070	Cédric le naturel	496
87071	“Zeppelin”, préceptrice de Grandgord	496
87072	Bacho, the Shield‑holder of The Mirror	496
87073	첫째 아들 작곡가, 베일러	496
87074	Garu Florcobra Caravaggio	496
87075	Valérie “Flambeuse” la simple	496
87076	She that Preserves the Center	496
87077	Parovian the “Corporal”	496
87078	P. Perrier, le courtaud	496
87079	Tinnsey, Growth Storyteller	496
87080	The Inventor of Traps and Poison	496
87081	Le Double Maléfique de M'dam “Luciole” Durand	496
87082	自動克裡姆森的邪惡雙生	496
87083	Furry Aylin	496
87084	Gyre, the First Mate of Pressure	496
87085	Clever Cultist Trichanger	496
87086	Ugly “Pudding” Yenta	496
87087	Aquacube's Cubic Ratcatcher’s Evil Twin	496
87088	Tubular First Harris	496
87089	The Librarian that Awakens Elves	496
87090	Provensen the Hyper’s Evil Twin	496
87091	The Peculiar Alchemist Saint	496
87092	Empress Peerless C. Amati	496
87093	Quegquake the Languid	496
87094	She who Misuses Energy	496
87095	Jothan U. il Carismatico	496
87096	The Armored General Priest	496
87097	Capnold of the Iron Speakeasy	496
87098	Morningsong the Childish	496
87099	골목의 선인장, 레이턴	496
87100	Y. Thomsen, nonne de Banhood	496
87101	Łuskowaty Policjant	496
87102	Philippa the Earnestly Selfish	496
87103	HRH Ripguy Van den Berg	496
87104	Toussaint, chanteur du rocher naturel	496
87105	Wodnista Kusicielka	496
87106	The Warrior of Joy	496
87107	Plasmarex of Bluelane	496
87108	Beula, Muzykantka z Ulotnej Trzebini	496
87109	Otylia, Myśliwy z Cudnego Pruszkowa	496
87110	"풀려난 대변인 ""지각대장"" 유우"	496
87111	Dame F. Shiftgen	496
87112	X. T. Xin, the Third	496
87113	無瑕的巢穴探求者拉格納	496
87114	Well Dressed Gauntfeint	496
87115	The Witch that Trembles at Rights	496
87116	Bonito, Salt Flat Publisher	496
87117	Niemrawa Kowalczyk	496
87118	X. Fangio of the Tactical Lodge	496
87119	Maven L. Equipgreed	496
87120	Mr. O’Brien of Kisston	496
87121	誠實的潛行者	496
87122	Permalash, Road Adviser	496
87123	Multiruru of Steelbrook	496
87124	Privateer Zephira Hydrovector	496
87125	Cursebreaker Molevolen, Leader	496
87126	„Das Schweigen“ des Bluts	496
87127	Scurvy Mrs. Saganoff	496
87128	泥色研究者	496
87129	间谍卡欧	496
87130	Neptune, Shipbreaker of Trabath	496
87131	Ferocious Principal Ponce	496
87132	Echinobrig, the Witch of Hypnosis	496
87133	Garu “Industrial” Mercier	496
87134	Q. Giffard, Ninja della Barriera dell’Eroe	496
87135	Wyatt Oyama, Avversario di Fiorettomite	496
87136	The Señor of Stillamire	496
87137	Sayid Jordan F. Erasmus	496
87138	Melodiscale, the Gnarly Private	496
87139	"""Gold Tooth"" Willa Dahl"	496
87140	煩人的手術師的邪惡雙生	496
87141	Laura W. l’Acida	496
87142	알피어스 가문의 사기꾼, 우스트바더	496
87143	"붉은 형사 ""따뜻한 아아 주세요"" 칼크"	496
87144	Isabella, Dichterin der bodenlosen Grube	496
87145	Bismah “Tengu”, Difensore del Diamante	496
87146	“Minotauro”, Artigiano di Balistafunebre	496
87147	C. Miescher, l’Onestà Che Pettina il Vicolo	496
87148	B. Ying, messagère de Tibswan	496
87149	Liv, l’Automatica del Fiore Leggero	496
87150	Chapman, Giullare Calma	496
87151	Icarus il Tenebroso, Inquisitore della Pace	496
87152	城邦君主“吸血鬼”利亞姆	496
87153	“Dinamite”, Navigatrice di Ostellovetusto	496
87154	“Palla di Neve”, Sultano di Pulpitofolle	496
87155	The Earth Keeper of the Averting Site	496
87156	X. E. Valens, the Fourth	496
87157	Rothilion il Pacifico, Dragoniere della Spina	496
87158	마당의 복수, 스타라이트	496
87159	노래방의 착각, 리딩	496
87160	Guru Olga Hawkcave	496
87161	Gaelin l’Abissale, Stalliere della Corda	496
87162	Myrun il Furbo, Predatore della Barca	496
87163	Evil Twin of Oppressively Sneaky Takeo	496
87164	The Overlord of Crahncircle	496
87165	正義的圖書館樂師I·泰夫恩	496
87166	Lita la Ricca, Signora del Sospetto	496
87167	“戰斧隊長”亨特·沃德	496
87168	O. N. Barbier, prince de l'ambition	496
87169	“圣人”阿玛拉·洛佩兹	496
87170	“Attaccabrighe”, Taglialegna di Falenablu	496
87171	“條理”菲敦長老	496
87172	Medea “Ultima”, Capo della Scuola	496
87173	Danil il Brumoso, Pittore dell’Armeria	496
87174	W. Gospodinov, la Concentrada	496
87175	Borghild la Blindada, Artesana de la Feria	496
87176	Ajani “Rebelde”, Æmbermante de la Casa	496
87177	T. Cugey, el Indiferente	496
87178	“Ronzio”, Colei Che Vede l’Inferno	496
87179	Vartan, il Titanico del Dardo Distante	496
87180	Ricardo el Cuestionable de la Chabola	496
87181	Alrekr, Aduladora del Ducado Cautivador	496
87182	Sultana L. Mccrudden	496
87183	Evil Twin of Sov Cassiopeia K. Quick	496
87184	Olivia la Cuatro Ojos, Lingüista del Crisol	496
87185	Shah O. Dreamway	496
87186	Ace el Ridículo	496
87187	秦国郎中邓炫明	496
87188	汉室宗亲蔡虚	496
87189	D. Maynet, la Primordial	496
87190	Coronel “El Más Fuerte” Hinde	496
87191	公证人黑火	496
87192	构造者黑火	496
87193	Egger of Beckhurst	496
87194	Y. Dimitrov of the Sweet Bar	496
87195	Koffi, protecteur de l'auberge insouciante	496
87196	Priest Lester Bloz‑Thoth	496
87197	"""Corvo"" Nascimento, Inventor da Malícia"	496
87198	“弩箭”阿布拉·裡貝羅	496
87199	Starvector of the Airy Knoll’s Evil Twin	496
87200	Evil Twin of Testblade of the Deadly Peak	496
87201	來自古跡的瑟拉菲娜·希爾	496
87202	"""Shriek"" Szewinska Baagh’s Evil Twin"	496
87203	Undulating Kite Libden	496
87204	Roynsen, the Ranger of Society	496
87205	Eliene “Aço”, Médica do Obelisco	496
87206	Gemello di Jerusha X. la Lenta	496
87207	Gemello di Vlad I. il Curioso	496
87208	"""Smythe"" Grigor Graeme"	496
87209	Natan “Estilingue”, Oráculo da Pedra	496
87210	Heitor “Zig-Zag”, Chanceler da Sala	496
87211	The Rooted Shrew Scholar	496
87212	Salomão, Protetor do Povo Arteiro	496
87213	Gemello di Rowan “Boomerang” il Colorato	496
87214	Aeolus Whisperlash	496
87215	Xara Gosling, Mozzo di Tinoindolente	496
87216	Merihelisi, the Gatekeeper of Anger	496
87217	Soccerwave, the Chief of Power	496
87218	Adroitly Terrible Undine	496
87219	Zelenka from the Market of Corruption	496
87220	Fairchilde of Talosberg Fief	496
87221	"""Stumpy"" Queequeg Fischer"	496
87222	Gemello di Yannis “Asso” l’Arancione	496
87223	U. Kuo, il Silenzio Che Rallegra il Ponte	496
87224	Luiz Vanderson, o Cético	496
87225	Alfarín “Nue”, Biolady de la Morgue	496
87226	Ariadne la Hiperactiva del Campo	496
87227	Tristan l’intrigant, chasseur du sanctuaire	496
87228	Ms. Adam S. Velius	496
87229	Brikpurse, the Curator of The Fancy	496
87230	The Spirit that Slanders Wasps	496
87231	U. Kaya, the Temple Burgher	496
87232	Frau Roy U. Golightly’s Evil Twin	496
87233	The Citizen who is Valiantly Public	496
87234	Pegasellipse the Polluted	496
87235	Uphertz O’Shea, the Caring	496
87236	青翠峡谷领袖V·柯因	496
87237	小巷队长“子弹”博格希尔德	496
87238	The Guarded Archer	496
87239	Bryngerdr, Maga del Corazón Magnífico	496
87240	Adair el Temible de la Localidad	496
87241	Micah “Teniente Burro” Fonzi	496
87242	The Snake of Transformation’s Evil Twin	496
87243	“黃金”費莉西蒂·柯恩	496
87244	“健步”巴拿巴·珀厄斯	496
87245	Governor Hipki	496
87246	M. Barthelemy, le solitaire	496
87247	Illona, bâtisseuse du bistrot affectueux	496
87248	V. Lamy, l’affûtée	496
87249	The Raconteur of Insidious Forests	496
87250	Gabrièle, brigande du camp impénétrable	496
87251	Aline “Acrobate” l’insolite	496
87252	“Chouette”, astrophysicienne de Lerpadero	496
87253	Berenice W. la Profetica	496
87254	“Maschiaccio”, Signora di Coronaraggiante	496
87255	Yrjo Novak, Imbroglione di Elicacava	496
87256	The Beautiful Shielder	496
87257	Le Double Maléfique de Z. E. David, légat des étoiles	496
87258	Melito il Mansueto, Fornaio della Centrale	496
87259	Yadira “Arcobaleno” la Robotica	496
87260	N. Wu, viking du volcan d’ambre	496
87261	Le Double Maléfique de M. Durand, oratrice de Colotown	496
87262	Fabienne, investigatrice du zoo meurtri	496
87263	Thomas l’assoiffé, professeur du sanctum	496
87264	Thaïs Torres, métaphraste de Rosenpass	496
87265	B. Lambert, l’agressive	496
87266	Jennifer, tsarine de l'aiguille arrogante	496
87267	Hélène l'automatique	496
87268	B. Helstrom, moine de la demeure d'argent	496
87269	Thibault Tsong, ménestrel de Gasstair	496
87270	F. David, nonne de Calafoot	496
87271	Keyforgeur Powers	496
87272	Cunégonde la puissante, reine de la lune	496
87273	Gemello di Addinell, Fotografa Difficile	496
87274	Kevin le fabuleux, servant du foyer	496
87275	D. M. Svenson, fermière de la paresse	496
87276	Skuld E. l’Atletico	496
87277	Shan Johansson, meneuse de Diyucove	496
87278	Yann “Dragon”, navigateur de l'académie	496
87279	F. van Diemen, vizir de la rue des métaux	496
87280	Gauvain “Tank” l'immense	496
87281	Cooper l’architecte	496
87282	D. Dufour, pyrrhonien de Gagself	496
87283	Belligerent “Volume” Kepler	496
87284	Béatrice “Rapière” la vorace	496
87285	Evil Twin of Zelda, Blightglen Ghostwriter	496
87286	Ranger Taylon	496
87287	Nigel, Silversmith of Acrobatic Gazelles	496
87288	“Faucheuse”, archère de Firetoura	496
87289	Quicksilver Vorpodjinn	496
87290	Naddad Bale, Architetto di Cancellolunare	496
87291	Y. Megaton, ensorceleur de Mitchusa	496
87292	The Baroness of the Cagey Drag	496
87293	Elaethan, la Speciale del Porto Lanoso	496
87294	Nabil, copiste du marché bouleversé	496
87295	Thomas “Cerbère”, maître du dédale	496
87296	I. Petit, the Bar Ape	496
87297	Maï la vorace, prédatrice des épices	496
87298	Provably Melancholic Jessamine	496
87299	Araevin who Challenges Crime	496
87300	Marjorie, égérie de la chapelle féroce	496
87301	Increasingly Soggy Cleo	496
87302	W. B. Che Guarda la Camomilla del Ballo	496
87303	Natasha, l’Abissale del Cratere Influente	496
87304	Zorion “Artiglio” il Grottesco	496
87305	Lucky Maria Eduarda’s Evil Twin	496
87306	Jingwei from the Outpost of The Question	496
87307	Valiantly Greedy Priest	496
87308	Dreadwater’s Hollow Gatekeeper	496
87309	Maven Erinlyn J. Drubbings	496
87310	Zengori of the Inspired Glen	496
87311	The Lady of Round and Gnomes	496
87312	Bianchi of Whohub Outpost	496
87313	The Wizard that Lives for Mail	496
87314	Crawford, the Traitor of Honesty	496
87315	The Shield that Knows the Chasm	496
87316	Bartering Commissioner Harmer	496
87317	Y. I. Eisen, Pirata della Dolcezza	496
87318	The Archon that Riles Swordrange	496
87319	Evil Twin of The Pallid Infiltrator Mother	496
87320	Fundamentally Unleashed Hugofoot	496
87321	Tanner Iridescence Juraclaw	496
87322	“Idra”, Monaco di Furettolieto	496
87323	Blokbullus Boso, Logician	496
87324	"Lupe ""Mask.0"" Egger"	496
87325	Invisible Argus	496
87326	"Sezan ""Specter"" Davenport’s Evil Twin"	496
87327	V. Q. Lexington, Arciduca dell’Elettricità	496
87328	Artfoot, the Ruby Count	496
87329	Saevel Nguyen, Druido di Pietrasontuosa	496
87330	O. L. Che Sconfigge il Dolce della Perdità	496
87331	Wilma “Fulmine” la Severa	496
87332	Gemello di L. R. Boyko, Guru dell’Amore	496
87333	P. Noor, escroc du pont de la vélocité	496
87334	Igor il Cieco, Chierico della Storia	496
87335	Le Double Maléfique de Cardinal “Mantis” Renault	496
87336	Deusa Donato, Chefe da Estranheza	496
87337	Pérsio, Joalheiro da Fortaleza Gelada	496
87338	“Beta”, Incantatore di Urlovivo	496
87339	Evil Twin of Nightingayle of Barbecueland	496
87340	Méndez of Crimsontower	496
87341	Lizbon of the Smart Burg	496
87342	Hooke, the Editor of Civilization	496
87343	"""Wicked King"" Eagan Wahker"	496
87344	Goldbat, Bazaar Monk	496
87345	Palakiko, the First Mate of Comb Jellies	496
87346	Dr. Bruhns vom Hafen	496
87347	"""Spinner"" Alva Planter’s Evil Twin"	496
87348	Intermittently Mournful Patrick	496
87349	Unparalleled Velocitryon	496
87350	Oleg “Fulgurant” le fourbe	496
87351	M. Steele, nécromancien de Shamketh	496
87352	Ranger Jeeves	496
87353	Pasha Ricci of Beckfirth	496
87354	Adin who Oversees Condensation	496
87355	Gourou “Doc” Roscoe	496
87356	Shadow Holt	496
87357	Barre l'audacieux	496
87358	"The Maw that is known as ""Trendsetter"""	496
87359	Giselle “Succube”, comtesse du gouffre	496
87360	Omar Fitton, doyen de Slaicenter	496
87361	Careening Copper Sentinel Lowcraze	496
87362	F. Rothschild, l'arrogante	496
87363	Q. Nguyen, doyen de la passe du carmin	496
87364	Sayay from the Wilderness of Barracks	496
87365	Horvat the Selfishly Green	496
87366	Minocorn of the Ad‑hoc Secret Passage	496
87367	"The Spirit who is known as ""Citius"""	496
87368	Y. I. Barkentin, Segugio della Bellezza	496
87369	Chanceler “Serrote” Espindola	496
87370	Onofre “Batedor”, o Cinzento	496
87371	G. Albuquerque, a Louca General	496
87372	Kevin, o Lento, Pirata do Egoísmo	496
87373	F. Cavalcante, o Acelerado Sábio	496
87374	Borghild l’Immensa, Modella dell’Ufficio	496
87375	Annia, la Bassa della Pizza Creativa	496
87376	Arsen Duval, Illusionista di Ostellotriste	496
87377	HRH N. Redhelm	496
87378	Evil Twin of Vorpal “Facecrush” Jezebel	496
87379	Iside la Vuota, Istruttrice dell’Eccellenza	496
87380	정중히 표정 변화 없는 자, 피요르의 사악한 분신	496
87381	제이스의 세금을 해독하는 플라티밴드	496
87382	Böser Zwilling von Mason der Wütende	496
87383	Jax “Piovra”, Schermidore del Sigillo	496
87384	R. K. Che Sorveglia la Rottura della Torta	496
87385	“Colpo di Coda”, Diplomatica di Cordabruna	496
87386	Maria Marli, a Excelente	496
87387	Julinez “Iceberg”, a Desonesta	496
87388	Macarius l’Illustre, Poliziotto della Neve	496
87389	Dexter F., Hacker Che Accudisce il Carisma	496
87390	An Anomaly that Protects the Cottage	496
87391	Böser Zwilling von Meisterin T. Guldenburg	496
87392	Corsair Moone	496
87393	Feroterra the Celebrated	496
87394	Simian “Tim” Isolde	496
87395	Ms. Saffrodirt, the Far‑sighted Survivor	496
87396	„Das Brenneisen“ der Zeitlosigkeit	496
87397	Böser Zwilling von König „Hai“ Albach	496
87398	Der faule „Clown“ Cäsar	496
87399	Lucius der Schnelle aus dem Dschungel	496
87400	Alina, Raumfahrerin der leeren Kirche	496
87401	Felsenmayer, Freifrau des Geschicks	496
87402	Dr. „Einauge“ Reyes	496
87403	Attila, Zauberer des berühmten Dojos	496
87404	Zerstörerin O. Garcia	496
87405	Titus „Der listige Falke“	496
87406	Gilda, Studentin der Venus	496
87407	B. Jacobi, Professor der Gerechtigkeit	496
87408	"Gêmeo do Mal de ""Fênix"" Assis, Médica do Esplendor"	496
87409	Maria Brigite, a Simples	496
